Age,Gender,Income,Education,MaritalStatus,EmploymentStatus,CreditScore,LoanAmount,Debt,PreviousDefault,ResidenceType,Dependents,BankBalance,ExistingLoans,MonthlyExpenses,YearsEmployed,CreditHistoryYears,Approved
35,Male,194154.86,High School,Married,Retired,850.0,684096.65,0.0,0,Rented,1,449436.92,0,63459.41,3.7,4.2,1
26,Male,388925.07,Bachelors,Single,Self-Employed,850.0,2636383.64,664399.2,0,Mortgaged,2,1564757.21,2,109081.78,4.0,2.0,1
46,Female,177022.34,Bachelors,Married,Employed,850.0,2002481.23,0.0,0,With Parents,2,661645.26,0,68418.36,4.9,13.3,1
59,Male,79981.16,Masters,Married,Employed,850.0,416407.43,344202.33,1,Owned,1,297441.04,0,28856.48,6.3,28.6,0
51,Male,221170.34,Bachelors,Single,Employed,850.0,2579728.69,0.0,0,Mortgaged,0,905842.73,0,79631.68,3.0,5.5,1
61,Male,389040.09,Bachelors,Married,Self-Employed,850.0,2536828.82,0.0,0,Rented,1,1516262.36,0,191783.87,11.3,25.6,0
29,Female,47778.87,High School,Married,Student,850.0,631079.41,183377.16,0,Owned,0,0.0,1,32829.51,0.0,6.4,1
31,Female,406042.41,High School,Divorced,Employed,850.0,5093889.66,607700.8,0,Mortgaged,2,1239851.53,1,178554.91,11.6,5.5,0
36,Male,508983.54,Bachelors,Married,Employed,850.0,6241000.18,636823.49,0,Rented,1,2447276.37,2,223139.55,4.0,5.3,0
54,Male,594370.64,Bachelors,Married,Employed,850.0,6279205.43,354719.87,0,Owned,1,672470.92,1,232606.86,9.8,13.0,0
64,Female,349341.15,Bachelors,Single,Self-Employed,850.0,2988698.18,0.0,0,Mortgaged,1,1137978.79,0,257487.3,3.4,25.9,0
50,Male,141265.53,PhD,Widowed,Employed,850.0,635340.27,0.0,0,Owned,2,864180.1,0,77429.02,4.1,20.3,1
30,Female,112710.09,Bachelors,Single,Retired,850.0,1382487.15,0.0,0,Rented,1,765478.89,0,43543.58,18.7,3.4,0
45,Male,367828.63,High School,Married,Self-Employed,850.0,1348943.0,0.0,0,Rented,2,801162.2,0,214112.91,8.8,6.5,1
21,Female,76111.98,Bachelors,Divorced,Student,850.0,297723.52,0.0,0,Mortgaged,1,423325.49,0,53129.11,0.0,0.0,1
35,Male,168429.75,Bachelors,Married,Employed,850.0,1980427.77,0.0,0,With Parents,0,1019332.01,0,90036.35,6.1,8.8,0
40,Female,524288.19,Masters,Widowed,Self-Employed,850.0,5155633.85,421808.04,0,Owned,1,726883.44,1,331610.27,4.8,9.9,0
21,Male,512661.6,Bachelors,Married,Employed,850.0,1244275.29,0.0,0,Rented,1,2508150.68,0,305625.97,3.5,0.0,1
56,Female,815391.57,Bachelors,Married,Employed,850.0,10153429.67,656519.0,1,With Parents,0,4922731.16,1,397441.92,3.4,26.4,0
57,Female,479718.81,Masters,Divorced,Employed,850.0,4701945.22,0.0,0,Rented,2,323280.83,0,138086.45,1.2,6.5,0
62,Female,326166.84,Masters,Single,Self-Employed,850.0,1399476.17,343928.06,0,Owned,1,614827.96,1,196752.27,1.0,12.4,1
29,Female,459921.2,Bachelors,Divorced,Employed,850.0,2102282.55,449042.18,0,Mortgaged,4,42375.73,1,252469.69,12.0,4.5,0
40,Male,274794.49,High School,Married,Self-Employed,850.0,3544292.05,0.0,0,Owned,1,126228.3,0,77460.77,3.8,6.3,0
44,Female,387529.42,Bachelors,Single,Employed,850.0,1350236.62,0.0,0,Rented,2,989088.52,0,271655.1,2.9,3.3,1
38,Female,245143.42,Bachelors,Divorced,Employed,850.0,845871.25,655531.55,0,Owned,1,497118.66,1,67405.84,1.6,9.7,1
41,Male,313144.03,Bachelors,Divorced,Employed,850.0,4076577.6,350650.9,1,Mortgaged,0,1184001.26,0,173242.76,8.6,7.9,0
33,Female,585592.74,Masters,Married,Employed,850.0,5505673.8,660474.53,0,Mortgaged,0,665631.91,2,339923.85,0.7,1.9,0
50,Male,189451.76,Masters,Married,Employed,850.0,1409160.3,644345.89,0,Mortgaged,1,669285.42,1,114650.42,,4.5,1
68,Male,167906.73,Masters,Single,Employed,850.0,1058300.2,505636.91,0,Rented,0,758708.65,1,114320.67,19.0,28.4,1
43,Male,497031.99,Bachelors,Single,Employed,850.0,1511438.3,0.0,0,Mortgaged,1,2329794.51,0,249290.64,2.6,13.9,1
61,Female,248432.6,High School,Married,Employed,850.0,2914638.54,480674.28,0,Rented,1,786549.68,1,183405.88,3.4,6.4,1
26,Male,595896.16,Masters,Married,Employed,850.0,7665224.78,0.0,0,Owned,1,406892.77,0,412567.93,7.2,0.8,0
44,Female,730596.41,Masters,Divorced,Self-Employed,850.0,3065640.15,280695.69,0,Rented,2,2744068.49,1,351714.92,10.0,11.3,1
26,Female,59341.6,Bachelors,Widowed,Student,728.0,796405.79,669056.71,1,Owned,1,394243.39,1,41678.45,0.0,1.1,0
31,Male,475776.24,Masters,Single,Self-Employed,850.0,6193025.65,720494.5,0,Rented,1,2359006.96,1,305352.9,6.0,8.2,0
39,Female,496666.46,Bachelors,Widowed,Employed,850.0,2626643.42,0.0,0,Owned,1,2636088.39,0,247148.72,10.5,6.4,1
36,Female,122214.55,Bachelors,Married,Retired,850.0,1354513.99,0.0,0,With Parents,1,616818.71,0,77302.74,0.5,11.6,1
39,Male,110167.28,Bachelors,Divorced,Unemployed,850.0,607294.31,0.0,0,Mortgaged,0,35255.02,0,75485.71,0.0,9.7,0
68,Female,229207.86,Masters,Married,Employed,850.0,1796588.06,141625.37,1,Mortgaged,0,909486.91,0,71323.11,3.8,28.1,1
32,Female,448636.64,High School,Single,Retired,850.0,2408306.92,1079578.07,1,Rented,2,1882542.49,2,263977.78,12.9,7.2,1
45,Male,191201.77,Masters,Married,Employed,850.0,1882301.42,630075.14,0,Rented,0,1105867.74,2,69059.33,3.1,16.4,1
24,Female,599601.48,High School,Widowed,Employed,850.0,3590019.18,1410519.86,0,Owned,2,2148839.3,2,380425.51,1.9,0.4,1
38,Female,154071.05,High School,Married,Self-Employed,850.0,1048537.27,0.0,0,Mortgaged,0,752634.16,0,50717.36,4.1,15.1,1
69,Male,170665.99,Bachelors,Married,Self-Employed,850.0,1075286.86,0.0,0,Mortgaged,2,113051.32,0,83963.63,2.1,18.9,1
27,Male,137445.08,High School,Married,Retired,850.0,1267873.1,0.0,0,Mortgaged,1,286506.09,0,64258.95,5.0,2.0,1
49,Female,484317.78,Bachelors,Married,Employed,850.0,4868720.57,708135.63,0,Owned,0,1292457.07,2,123907.07,0.8,12.8,0
24,Male,206280.37,Other,Divorced,Retired,850.0,774317.23,954193.8,0,Owned,0,1112448.84,2,135939.25,3.3,1.1,1
60,Female,37448.43,Bachelors,Divorced,Unemployed,808.0,406868.61,1097842.98,0,Mortgaged,0,136937.95,2,16770.02,0.0,11.9,0
31,Female,396508.67,Masters,Married,Employed,850.0,1425995.45,538363.54,0,Mortgaged,1,1513021.03,3,143329.63,4.1,8.3,1
22,Male,406459.72,Bachelors,Divorced,Employed,850.0,5086417.81,0.0,0,With Parents,3,810049.03,0,146823.05,0.7,0.6,0
51,Female,419613.53,Bachelors,Single,Self-Employed,850.0,4467380.75,0.0,0,Rented,1,2534476.56,0,200557.15,6.5,23.5,1
52,Male,322287.21,High School,Married,Self-Employed,850.0,2449471.66,0.0,0,Mortgaged,0,1773740.64,0,102114.16,2.6,14.8,1
69,Male,250117.47,Masters,Married,Retired,850.0,1434800.01,657668.61,0,Owned,2,0.0,1,163473.06,6.8,36.6,0
22,Male,729061.95,Masters,Married,Employed,850.0,3767231.7,0.0,0,Owned,1,3219418.85,0,374615.56,14.4,0.3,1
53,Male,1069768.17,Masters,Married,Employed,850.0,4424421.01,431216.52,0,Owned,2,4462398.25,1,756358.52,17.3,13.2,1
35,Male,629153.18,Bachelors,Divorced,Self-Employed,850.0,8161200.09,1516516.14,0,Rented,0,3055127.24,3,399827.72,,3.1,0
22,Male,181808.52,Masters,Divorced,Employed,850.0,1242235.06,0.0,0,Mortgaged,1,665281.87,0,53596.23,6.3,0.7,1
46,Male,41847.35,Bachelors,Married,Unemployed,850.0,574805.83,303597.42,0,Rented,0,117034.95,1,22684.34,0.0,21.4,0
53,Female,,Bachelors,Single,Retired,850.0,1346024.11,0.0,0,With Parents,1,1749978.52,0,181649.92,1.3,5.2,1
46,Female,570392.29,Bachelors,Married,Self-Employed,850.0,6674047.09,0.0,0,Rented,1,3430683.77,0,303200.54,15.1,8.4,1
29,Female,506857.57,PhD,Single,Employed,850.0,3243635.68,658920.34,1,Rented,1,1317268.74,1,207286.36,2.5,2.1,0
43,Female,257238.1,High School,Single,Employed,850.0,1200801.34,672285.62,0,Mortgaged,5,950186.59,1,138516.45,8.5,9.2,1
58,Female,1254962.15,PhD,Single,Employed,850.0,11817717.86,0.0,0,Rented,0,5524586.89,0,759017.53,6.6,14.0,0
36,Male,,Bachelors,Married,Employed,850.0,1047283.04,345917.14,0,With Parents,1,883439.7,1,62529.8,8.8,11.2,1
38,Female,269986.38,Masters,Married,Employed,850.0,1505739.21,0.0,0,Rented,1,251572.41,0,84198.29,15.7,6.5,1
26,Female,134221.08,High School,Married,Retired,850.0,551721.01,424340.36,0,Owned,2,506000.98,1,85460.06,3.4,2.2,1
27,Male,97980.26,High School,Single,Student,830.0,1070147.85,695305.93,1,Mortgaged,0,349987.33,1,42484.56,0.0,3.7,1
64,Male,314598.16,Bachelors,Single,Self-Employed,850.0,1779377.41,0.0,0,Owned,1,1795998.53,0,87982.65,3.3,7.4,1
65,Male,71720.62,High School,Married,Self-Employed,850.0,240311.75,364666.3,0,Rented,2,460033.77,1,18230.2,2.8,25.8,1
43,Female,553836.32,PhD,Divorced,Self-Employed,850.0,2117043.76,1290973.45,0,Rented,1,865108.86,2,389498.01,3.8,10.7,1
51,Female,183525.25,High School,Married,Self-Employed,850.0,664504.3,1218165.31,0,Owned,1,771886.43,2,53433.4,13.9,23.3,1
51,Female,450167.19,Bachelors,Single,Employed,850.0,2482378.58,0.0,0,Owned,2,397581.69,0,186292.08,5.4,8.1,1
68,Male,297943.19,Other,Single,Employed,850.0,3380269.5,0.0,0,Owned,1,1684506.29,0,175773.31,1.8,24.6,0
53,Male,225698.81,Bachelors,Single,Employed,850.0,1698098.36,0.0,0,Owned,1,913941.55,0,78110.26,5.5,21.7,1
29,Male,338849.11,Bachelors,Married,Retired,850.0,2359806.4,0.0,0,Owned,0,1639646.91,0,100870.69,1.6,1.0,1
28,Male,390797.85,Masters,Single,Employed,850.0,2676673.92,0.0,0,With Parents,0,2092981.37,0,174828.19,5.1,2.0,1
58,Male,241824.56,High School,Divorced,Self-Employed,850.0,1367073.21,735330.82,1,Mortgaged,1,1220571.52,1,150320.77,2.7,17.9,1
46,Female,285274.04,High School,Single,Self-Employed,850.0,3824871.44,298090.74,1,Mortgaged,1,726864.33,0,98382.67,7.0,12.0,0
67,Male,335791.8,High School,Married,Employed,850.0,2303082.43,0.0,0,Rented,0,375471.15,0,150347.07,0.4,11.9,0
67,Male,261052.91,High School,Single,Employed,850.0,2871224.15,547534.46,0,Owned,0,950965.45,2,128303.4,10.1,12.0,0
60,Male,229624.62,Bachelors,Single,Retired,850.0,3090256.77,514257.73,0,Owned,0,1332594.29,1,97743.74,5.5,9.8,1
25,Male,448943.17,Bachelors,Single,Self-Employed,850.0,4150800.13,655478.43,1,With Parents,1,1740451.98,1,263304.29,3.8,0.5,1
26,Female,614384.46,Masters,Divorced,Employed,850.0,3423645.86,0.0,0,Owned,0,2290284.75,0,234833.24,8.6,2.6,1
27,Male,120616.51,High School,Married,Retired,850.0,1591466.26,0.0,0,Rented,1,746039.42,0,37468.56,1.3,0.9,0
36,Female,93016.4,Bachelors,Single,Retired,850.0,538240.71,228213.5,0,With Parents,3,118996.8,1,35093.01,2.6,2.3,1
48,Male,300366.13,High School,Single,Self-Employed,850.0,903617.66,0.0,0,Owned,0,1701276.02,0,114326.17,6.2,21.9,1
28,Female,89775.28,Bachelors,Married,Employed,850.0,589428.79,0.0,0,With Parents,0,599778.23,0,43982.67,2.1,0.9,1
29,Female,359193.22,Bachelors,Married,Employed,850.0,1600776.8,641217.04,1,Owned,0,,1,164178.3,8.8,2.1,1
48,Female,520598.04,Bachelors,Divorced,Employed,850.0,2199293.9,507962.8,0,Owned,2,2690435.79,2,158261.64,4.2,18.9,1
25,Female,142402.01,Bachelors,Single,Retired,850.0,1087574.77,0.0,0,Mortgaged,0,499654.89,0,47946.08,8.3,2.8,1
30,Female,505900.07,High School,Single,Employed,850.0,5297520.39,0.0,0,Rented,1,2236078.97,0,361203.99,1.4,3.0,0
35,Male,359472.79,Bachelors,Married,Employed,850.0,1517587.79,680236.87,1,Rented,1,1905901.15,1,134463.64,4.5,3.9,1
36,Female,143206.67,Bachelors,Married,Self-Employed,850.0,389545.93,0.0,0,Rented,2,343497.57,0,104859.02,5.9,12.0,1
47,Male,404145.95,Masters,Married,Employed,850.0,1880328.39,0.0,0,Rented,0,1041106.64,0,301136.47,7.0,16.1,0
29,Female,357486.11,Bachelors,Divorced,Employed,850.0,2359188.81,372879.86,1,Owned,1,870361.75,0,173505.86,2.2,1.3,0
30,Female,329267.64,Masters,Married,Employed,850.0,1099856.82,696779.14,0,Mortgaged,3,529818.15,1,221093.31,4.6,7.5,1
52,Male,274645.48,High School,Married,Self-Employed,850.0,2899370.25,0.0,0,Rented,2,148513.05,0,80945.75,5.8,9.1,0
47,Male,609388.59,Masters,Married,Employed,850.0,2137445.03,227161.72,1,Rented,2,2737458.07,0,253751.95,9.7,16.0,1
23,Male,162314.76,Bachelors,Single,Employed,850.0,1018486.23,249481.83,0,Owned,1,958869.89,1,91379.68,6.5,1.2,1
64,Male,508006.69,Bachelors,Single,Employed,850.0,4781481.22,0.0,0,Mortgaged,1,2166211.13,0,226013.34,9.5,6.5,1
41,Male,,Masters,Married,Employed,850.0,6549198.95,0.0,0,Rented,2,3105499.57,0,233769.22,5.1,11.2,1
43,Male,421782.06,High School,Single,Employed,850.0,1030207.31,1902911.52,0,Owned,3,1992714.79,3,198845.21,4.6,12.9,1
24,Male,260100.68,High School,Divorced,Employed,850.0,722870.61,858245.7,0,Mortgaged,2,704448.03,3,73104.09,5.5,1.5,1
59,Male,300927.83,High School,Divorced,Self-Employed,850.0,720322.43,1083295.38,0,Rented,3,1074695.89,2,92856.98,7.1,17.7,1
50,Male,,Bachelors,Married,Employed,850.0,2744242.36,0.0,0,Mortgaged,1,802401.19,0,206992.0,2.9,16.1,0
47,Female,128680.38,Bachelors,Divorced,Student,850.0,1720884.54,31549.51,1,Owned,0,732444.3,0,46098.67,0.0,9.1,1
36,Male,168958.68,Bachelors,Married,Employed,850.0,986739.67,2143797.88,0,Mortgaged,0,585439.16,3,79973.97,15.5,8.5,1
22,Female,470547.32,Bachelors,Married,Employed,850.0,2777294.55,676872.31,0,Mortgaged,1,2328228.28,1,249729.7,4.7,0.3,1
49,Male,202229.26,High School,Single,Employed,850.0,1809399.11,226176.56,1,Rented,1,1101469.66,0,122055.37,5.0,15.8,0
24,Female,110001.6,Bachelors,Widowed,Student,850.0,550662.96,0.0,0,Rented,1,673478.95,0,62787.28,0.0,2.4,1
66,Female,377861.66,High School,Single,Self-Employed,850.0,2763875.98,831604.05,0,Mortgaged,0,423050.26,2,281108.85,1.5,30.7,0
40,Female,445245.02,High School,Widowed,Employed,850.0,5441293.06,602848.41,0,Owned,0,1361970.84,1,112273.19,2.3,15.8,0
48,Female,335747.41,High School,Widowed,Self-Employed,850.0,1231827.99,401027.84,1,Rented,0,735699.4,0,136849.06,6.2,15.8,1
38,Female,189988.5,Bachelors,Single,Employed,850.0,1579397.81,0.0,0,Mortgaged,1,169916.16,0,74207.83,6.5,10.4,0
30,Male,227204.2,Other,Divorced,Employed,850.0,2345869.89,749673.02,0,Rented,2,749317.56,3,62182.76,4.8,2.2,0
68,Male,389287.67,Bachelors,Single,Self-Employed,850.0,1131896.72,0.0,0,Owned,1,517719.18,0,134220.42,6.8,16.8,1
21,Male,216368.19,High School,Married,Retired,850.0,2319478.66,0.0,0,Owned,0,231103.49,0,91187.1,12.9,0.0,0
41,Male,832245.93,Bachelors,Married,Employed,850.0,8073911.89,0.0,0,Rented,0,2067622.56,0,245965.56,4.1,6.4,0
59,Male,126352.56,Other,Married,Self-Employed,850.0,1332351.31,142079.04,0,Rented,0,428827.86,1,92706.9,11.8,16.6,0
52,Female,132430.8,Bachelors,Single,Employed,850.0,1242796.77,0.0,0,Rented,5,50068.04,0,93385.24,4.3,16.2,0
30,Female,252278.19,PhD,Divorced,Employed,850.0,2757329.27,0.0,0,Owned,1,1411895.16,0,121559.83,3.7,1.9,1
53,Female,335989.19,PhD,Married,Employed,850.0,2143424.45,888808.32,0,Rented,0,1718726.78,2,156482.49,1.0,8.3,1
65,Female,,High School,Single,Employed,850.0,2263335.75,1563617.08,0,Rented,1,748717.81,3,64490.7,3.4,16.1,0
45,Male,147110.31,Other,Married,Self-Employed,850.0,1970558.77,0.0,0,Rented,1,753514.45,0,75999.79,2.0,7.2,0
27,Male,128338.71,High School,Single,Employed,850.0,1384523.47,424017.98,0,Owned,0,796763.12,1,32171.62,8.8,2.5,1
24,Female,383831.27,High School,Married,Employed,850.0,2320132.09,484396.76,0,Rented,1,2055517.75,1,279286.95,3.4,2.6,1
24,Female,370967.41,High School,Single,Employed,850.0,4470955.93,677659.3,1,With Parents,0,1846208.05,1,147298.51,5.1,1.1,0
53,Female,498241.79,PhD,Single,Self-Employed,850.0,5083439.8,284518.15,1,Rented,2,921855.45,0,155141.94,7.0,10.7,0
56,Male,121580.89,High School,Widowed,Employed,850.0,1146513.41,0.0,0,Mortgaged,0,570954.85,0,75385.77,12.8,24.7,0
60,Male,540912.88,PhD,Married,Employed,850.0,5574491.17,726169.83,0,Rented,1,1703886.5,1,373110.6,2.1,4.7,0
29,Female,55114.43,High School,Married,Unemployed,749.0,719446.28,988564.98,0,With Parents,2,145143.69,2,21770.73,0.0,1.3,1
39,Female,347547.18,Masters,Single,Employed,850.0,2788465.12,0.0,0,Rented,1,22915.4,0,87862.76,2.9,9.8,0
45,Male,1195592.87,Bachelors,Married,Employed,850.0,10193426.9,730615.35,0,Rented,0,3548601.0,1,671399.23,3.5,8.0,0
60,Male,184597.22,High School,Divorced,Self-Employed,850.0,2262910.5,0.0,0,Rented,2,405136.49,0,77966.1,1.3,15.5,0
40,Male,243621.29,Other,Married,Retired,850.0,2490857.68,582231.69,1,Owned,1,170134.89,1,68568.58,3.3,6.0,0
45,Male,343186.82,Bachelors,Single,Self-Employed,850.0,4707641.43,0.0,0,Owned,1,856296.4,0,146493.0,2.2,15.7,0
24,Female,105415.07,High School,Married,Unemployed,850.0,886480.92,0.0,0,Mortgaged,0,174251.42,0,71947.31,0.0,1.0,0
63,Male,237818.8,High School,Married,Employed,850.0,844775.55,418679.22,1,Owned,1,638005.68,1,165250.28,4.9,37.4,1
59,Female,382620.99,Bachelors,Single,Self-Employed,850.0,1440983.8,297933.37,0,With Parents,0,1408592.75,1,252353.04,1.3,12.3,1
49,Male,676433.53,Bachelors,Divorced,Self-Employed,850.0,6421053.1,583895.03,0,Rented,1,1316263.5,1,358944.04,6.0,22.6,0
59,Female,55211.41,Bachelors,Single,Unemployed,831.0,462068.31,729557.7,1,Rented,1,369863.72,2,14838.27,0.0,31.5,0
24,Female,332296.39,Other,Married,Employed,850.0,981866.45,666666.61,0,Rented,2,1116091.48,1,189635.29,2.8,2.0,1
34,Male,569930.44,Masters,Single,Self-Employed,850.0,5578701.7,726443.67,0,Mortgaged,2,2379397.31,2,181251.01,1.6,3.5,0
61,Female,,High School,Single,Employed,850.0,1652045.29,743162.7,1,Rented,2,740195.43,1,131835.95,3.9,17.9,0
64,Female,145477.15,Bachelors,Married,Student,850.0,562158.35,0.0,0,Rented,1,752698.36,0,100299.01,0.0,18.9,1
26,Female,106115.84,Bachelors,Single,Student,,1309130.94,0.0,0,Rented,2,198247.78,0,54598.08,0.0,1.4,0
64,Female,328442.81,Bachelors,Divorced,Employed,850.0,2001600.11,0.0,0,Rented,0,1252875.09,0,186921.43,7.9,13.1,1
61,Female,163415.19,High School,Married,Employed,850.0,1966795.73,234508.58,0,Rented,1,336375.88,1,43029.04,7.0,28.0,0
44,Female,63042.76,Masters,Married,Retired,850.0,201434.42,0.0,0,Mortgaged,0,373390.32,0,28525.6,3.7,10.0,1
63,Female,51306.65,Bachelors,Divorced,Unemployed,850.0,200720.68,0.0,0,Rented,0,165320.8,0,13984.58,0.0,36.4,0
48,Male,45773.51,High School,Single,Employed,722.0,413509.2,410258.48,1,Owned,2,138445.57,0,31088.77,6.1,23.7,1
31,Female,302424.89,High School,Widowed,Self-Employed,850.0,4187381.8,384589.22,0,Rented,3,334647.86,2,162580.71,2.9,8.4,0
33,Female,441958.69,Bachelors,Divorced,Self-Employed,850.0,3042544.9,0.0,0,Owned,1,2448990.27,0,275946.64,2.6,7.5,1
48,Male,52256.62,High School,Single,Unemployed,850.0,486846.89,0.0,0,Mortgaged,1,505501.38,0,35896.23,0.0,16.5,1
32,Female,1001960.44,High School,Single,Employed,850.0,12420375.63,377403.16,1,Mortgaged,2,2951850.53,1,747550.98,2.8,6.1,0
50,Female,280683.64,High School,Divorced,Self-Employed,850.0,572519.24,530360.72,0,Mortgaged,1,1573871.61,1,194034.97,4.9,22.0,1
67,Male,121096.88,Bachelors,Single,Student,850.0,417924.95,0.0,0,Owned,2,950619.06,0,90770.4,0.0,17.0,1
44,Male,296871.73,Bachelors,Divorced,Self-Employed,850.0,3993507.78,272231.23,0,Owned,1,963533.47,2,202331.88,7.5,6.2,0
22,Male,105966.34,High School,Married,Employed,774.0,917482.18,361721.34,1,With Parents,1,103356.72,1,67770.63,2.9,0.1,1
61,Female,579445.28,Masters,Single,Employed,850.0,1369594.99,330160.54,0,Owned,2,2880692.79,2,419038.1,8.4,6.0,1
25,Male,343256.12,High School,Single,Employed,850.0,2301344.17,576745.84,0,Owned,1,766812.52,1,205974.15,4.4,2.9,1
64,Male,57446.83,Bachelors,Married,Student,850.0,132308.54,539809.6,0,Rented,1,123185.07,1,40112.2,0.0,21.5,0
61,Male,76437.23,High School,Divorced,Unemployed,850.0,680349.5,0.0,0,Owned,3,655061.71,0,28220.11,0.0,28.7,0
48,Female,311936.0,PhD,Married,Self-Employed,850.0,1432473.3,0.0,0,Rented,0,1128751.57,0,228324.11,8.9,2.8,1
23,Female,186995.11,Masters,Single,Unemployed,850.0,586440.05,344552.93,0,Rented,0,1008555.27,1,116966.33,0.0,0.9,1
26,Male,23244.66,Bachelors,Single,Unemployed,674.0,188100.11,0.0,0,Rented,2,0.0,0,14488.3,0.0,4.5,1
62,Female,441213.16,Masters,Single,Retired,850.0,1535309.77,0.0,0,Mortgaged,0,1228508.46,0,292131.97,11.6,35.6,1
22,Female,188250.32,High School,Single,Self-Employed,850.0,453167.68,0.0,0,Rented,2,106593.74,0,128579.54,12.3,0.9,0
51,Female,401216.86,Bachelors,Married,Employed,850.0,1299432.1,467670.76,0,Owned,1,1760381.31,1,120790.17,7.9,23.6,1
39,Female,189096.18,Bachelors,Single,Self-Employed,850.0,2398938.98,888869.77,0,Rented,3,1403311.34,2,121655.87,16.5,2.6,1
21,Female,470363.87,Masters,Single,Employed,850.0,6542898.22,1471205.38,0,Owned,3,2903453.78,2,337793.42,8.8,0.0,0
64,Female,599244.52,PhD,Single,Employed,850.0,2381723.7,0.0,0,Mortgaged,5,3527244.06,0,185682.79,3.5,16.6,1
28,Female,67527.73,High School,Married,Retired,850.0,500328.65,790821.43,0,Rented,1,178849.2,2,26921.51,1.0,4.5,0
27,Female,245576.21,High School,Married,Self-Employed,850.0,1753928.83,146468.38,1,Rented,2,385554.54,1,101623.57,3.8,4.8,0
41,Female,190218.59,Other,Married,Self-Employed,850.0,1894706.81,286769.39,0,With Parents,1,671842.64,1,132755.39,8.6,10.8,0
27,Female,309854.5,Bachelors,Widowed,Employed,850.0,2176572.37,0.0,0,Rented,1,248710.6,0,120823.77,9.3,4.8,0
44,Male,89024.29,High School,Married,Employed,850.0,522776.64,1051319.29,1,Owned,0,426251.41,1,54192.88,6.4,12.2,1
28,Female,566698.73,Masters,Married,Employed,850.0,7273169.4,285087.26,0,Owned,2,2203305.8,1,150792.96,13.4,4.6,0
28,Female,275019.08,Bachelors,Widowed,Employed,850.0,589504.57,340994.87,0,With Parents,2,948070.13,1,78094.27,9.6,5.1,1
58,Male,323284.4,Bachelors,Single,Self-Employed,850.0,1756781.65,0.0,0,With Parents,2,512542.21,0,205309.84,3.3,10.0,0
21,Male,809089.59,Masters,Single,Self-Employed,850.0,6279388.43,379949.49,0,Owned,0,3540473.72,2,302817.15,4.0,0.0,1
69,Female,230813.52,High School,Single,Employed,850.0,2022542.58,0.0,0,Owned,4,756658.71,0,140410.7,7.0,23.6,0
32,Female,1067749.45,PhD,Married,Employed,850.0,10374657.16,815906.08,1,Rented,4,4650809.79,2,790412.95,5.8,7.9,0
51,Female,27361.89,High School,Divorced,Unemployed,831.0,268400.08,1115214.81,0,Owned,3,0.0,2,13958.0,0.0,21.3,1
44,Female,132643.62,High School,Married,Employed,850.0,1233032.07,1018992.29,0,Owned,1,875827.93,2,77783.19,4.3,19.9,1
26,Female,326501.75,Bachelors,Married,Employed,850.0,883718.41,0.0,0,Rented,0,1566800.09,0,241266.35,2.0,3.7,1
66,Male,115607.21,High School,Married,Unemployed,850.0,1484673.79,0.0,0,Owned,1,94943.23,0,69851.85,0.0,27.2,0
37,Male,562345.96,Bachelors,Single,Self-Employed,850.0,6095107.7,366914.95,0,Rented,1,1158128.58,1,292266.21,5.0,1.9,0
60,Male,353733.87,High School,Single,Employed,850.0,4802229.57,0.0,0,Mortgaged,0,598430.62,0,102118.77,4.4,7.8,0
63,Male,826917.55,Bachelors,Single,Retired,850.0,2431931.46,0.0,0,Owned,0,3399401.08,0,211596.13,3.3,8.1,1
24,Female,313309.47,Bachelors,Married,Employed,850.0,2220854.31,425448.81,1,Rented,0,854443.61,1,185114.97,2.7,2.4,1
54,Male,470618.2,High School,Single,Self-Employed,850.0,3813407.91,0.0,0,With Parents,2,2982900.37,0,175381.36,4.0,21.1,1
38,Male,478561.9,Bachelors,Widowed,Retired,850.0,2109127.36,1096447.41,0,Rented,0,2123015.5,2,238503.03,3.1,5.0,1
32,Male,108396.82,Bachelors,Married,Retired,850.0,1320286.54,703444.51,0,Rented,1,389399.8,1,49112.72,7.0,4.2,0
62,Male,174757.75,High School,Divorced,Retired,850.0,1619624.91,243590.62,0,With Parents,2,377510.33,1,95125.13,7.5,24.2,0
49,Female,279323.21,High School,Single,Employed,850.0,2776881.93,0.0,0,Rented,0,1307368.33,0,135812.57,6.6,16.4,0
61,Male,228250.85,High School,Single,Student,850.0,1329177.64,0.0,0,With Parents,0,1201094.9,0,85517.47,0.0,10.6,1
29,Female,,Masters,Widowed,Unemployed,850.0,1346623.27,607923.66,0,Owned,1,172761.2,1,52304.4,,2.3,0
25,Male,218487.48,Bachelors,Single,Employed,850.0,617407.22,730203.82,0,With Parents,1,47244.04,1,93679.88,5.5,2.5,0
27,Female,897411.56,Bachelors,Single,Employed,850.0,7040291.54,0.0,0,Rented,1,744119.89,0,573685.62,0.9,1.6,0
37,Female,213532.79,Bachelors,Divorced,Employed,850.0,1070023.32,425059.79,0,Mortgaged,0,790556.4,1,152967.66,5.9,9.0,1
30,Female,104551.78,High School,Single,Employed,850.0,475531.68,0.0,0,With Parents,2,459148.99,0,65607.4,3.1,4.1,1
40,Male,59649.8,High School,Single,Unemployed,850.0,573921.39,0.0,0,Rented,0,224978.5,0,44407.02,0.0,14.2,1
